"name","age","hometown","boarded","destination","lifeboat","body","class","homecountry","survivaloutcome","position","crew","sex","agecharacter"
"Hoyt, Mr. William Fisher",42,"New York City","Cherbourg","New York City","14",NA,"First",NA,"Perished",NA,"Not Crew","Male","42"
"Isham, Miss Ann Elizabeth",50,"Chicago, Illinois, US","Cherbourg","Chicago, Illinois, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Female","50"
"Ismay, Mr. Joseph Bruce",49,"Liverpool, Merseyside, England, UK","Southampton","New York City","C",NA,"First",NA,"Survived",NA,"Not Crew","Male","49"
"and valet, Mr. John Richard Fry",39,"Liverpool, Merseyside, England, UK","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","39"
"and secretary, Mr. William Henry Harrison",45,"Wallasey, Merseyside, England, UK","Southampton","New York City",NA,"110","First",NA,"Perished",NA,"Not Crew","Male","45"
"Jones, Mr. Charles Cresson",46,"Bennington, Vermont, US","Southampton","Bennington, Vermont, US",NA,"80","First",NA,"Perished",NA,"Not Crew","Male","46"
"Julian, Mr. Henry Forbes",50,"Torquay, Devon, England, UK","Southampton","San Francisco, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","50"
"Kent, Mr. Edward Austin",58,"Buffalo, New York, US","Cherbourg","Buffalo, New York, US",NA,"258","First",NA,"Perished",NA,"Not Crew","Male","58"
"Kenyon, Mr. Frederick R.",41,"Pittsburgh, Pennsylvania, US","Southampton","Pittsburgh, Pennsylvania, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","41"
"Kenyon, Mrs. Marion (née Stauffer)",31,"Pittsburgh, Pennsylvania, US","Southampton","Pittsburgh, Pennsylvania, US","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","31"
"Kimball, Mr. Edwin Nelson Jr.",42,"Boston, Massachusetts, US","Southampton","Boston, Massachusetts, US","5",NA,"First",NA,"Survived",NA,"Not Crew","Male","42"
"Kimball, Mrs. Gertrude (née Parsons)",45,"Boston, Massachusetts, US","Southampton","Boston, Massachusetts, US","5",NA,"First",NA,"Survived",NA,"Not Crew","Female","45"
"Klaber, Mr. Herman",45,"Portland, Oregon, US","Southampton","Portland, Oregon, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","45"
"Lambert-Williams, Mr. Fletcher Fellows",43,"London, England, UK","Southampton","Newark, New Jersey, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","43"
"Leader, Dr. Alice (née Farnham)",49,"New York City","Southampton","New York City","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","49"
"Leslie, Lucy Noël Martha, Countess of Rothes (née Dyer-Edwardes)",27,"Vancouver, British Columbia, Canada","Southampton","Vancouver, British Columbia, Canada","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","27"
"and maid, Miss Roberta Elizabeth Mary ""Cissy"" Maioni",20,"Vancouver, British Columbia, Canada","Southampton","Vancouver, British Columbia, Canada","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","20"
"Lewy, Mr. Ervin G.",31,"Chicago, Illinois, US","Cherbourg","Chicago, Illinois, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","31"
"Lindeberg-Lind, Mr. Erik Gustav (alias Edward Lingrey)",42,"Jordanstorp, Södermanland, Sweden","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","42"
"Lindström, Mrs. Sigrid (née Posse)",55,"Stockholm, Sweden","Cherbourg","New York City","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","55"
"Lines, Mrs. Elizabeth Lindsey (née James)",50,"Paris, France","Cherbourg","Hanover, New Hampshire, US","9",NA,"First",NA,"Survived",NA,"Not Crew","Female","50"
"Lines, Miss Mary Conover",16,"Paris, France","Cherbourg","Hanover, New Hampshire, US","9",NA,"First",NA,"Survived",NA,"Not Crew","Female","16"
"Long, Mr. Milton Clyde",29,"Springfield, Massachusetts, US","Southampton","Springfield, Massachusetts, US",NA,"126","First",NA,"Perished",NA,"Not Crew","Male","29"
"Longley, Miss Gretchen Fiske",21,"Hudson, New York, US","Cherbourg","Hudson, New York, US","10",NA,"First",NA,"Survived",NA,"Not Crew","Female","21"
"Loring, Mr. Joseph Holland",30,"London, England, UK","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","30"
"Madill, Miss Georgette Alexandra",16,"St. Louis, Missouri, US","Southampton","St. Louis, Missouri, US","2",NA,"First",NA,"Survived",NA,"Not Crew","Female","16"
"Maguire, Mr. John Edward",30,"Brockton, Massachusetts, US","Southampton","Brockton, Massachusetts, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","30"
"Maréchal, Mr. Pierre, Sr.",28,"Paris, France","Cherbourg","New York City","7",NA,"First",NA,"Survived",NA,"Not Crew","Male","28"
"Marvin, Mr. Daniel Warner",18,"New York City","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","18"
"Marvin, Mrs. Mary Graham Carmichael (née Farquarson)",18,"New York City","Southampton","New York City","10",NA,"First",NA,"Survived",NA,"Not Crew","Female","18"
"Mayné, Miss Bertha Antonine",24,"Brussels, Belgium","Cherbourg","Montreal, Quebec, Canada","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","24"
"McCaffry, Mr. Thomas Francis",46,"Vancouver, British Columbia, Canada","Southampton","Vancouver, British Columbia, Canada",NA,"292","First",NA,"Perished",NA,"Not Crew","Male","46"
"McCarthy, Mr. Timothy J.",54,"Dorchester, Massachusetts, US","Southampton","Dorchester, Massachusetts, US",NA,"175","First",NA,"Perished",NA,"Not Crew","Male","54"
"McGough, Mr. James Robert",35,"Philadelphia, Pennsylvania, US","Southampton","Philadelphia, Pennsylvania, US","7",NA,"First",NA,"Survived",NA,"Not Crew","Male","35"
"Meyer, Mr. Edgar Joseph",28,"New York City","Cherbourg","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","28"
"Meyer, Mrs. Leila (née Saks)",25,"New York City","Cherbourg","New York City","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","25"
"Millet, Mr. Francis Davis",65,"East Bridgewater, Massachusetts, US","Cherbourg","East Bridgewater, Massachusetts, US",NA,"249","First",NA,"Perished",NA,"Not Crew","Male","65"
"Minahan, Dr. William Edward",44,"Fond du Lac, Wisconsin, US","Southampton","Fond du Lac, Wisconsin, US",NA,"230","First",NA,"Perished",NA,"Not Crew","Male","44"
"Minahan, Mrs. Lillian E. (née Thorpe)",37,"Fond du Lac, Wisconsin, US","Southampton","Fond du Lac, Wisconsin, US","14",NA,"First",NA,"Survived",NA,"Not Crew","Female","37"
"Minahan, Miss Daisy E.",33,"Fond du Lac, Wisconsin, US","Southampton","Fond du Lac, Wisconsin, US","14",NA,"First",NA,"Survived",NA,"Not Crew","Female","33"
"Mock, Mr. Philipp Edmund",30,"New York City","Cherbourg","New York City","11",NA,"First",NA,"Survived",NA,"Not Crew","Male","30"
"Molson, Mr. Harry Markland",55,"Montreal, Quebec, Canada","Southampton","Montreal, Quebec, Canada",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","55"
"Moore, Mr. Clarence Bloomfield",47,"Washington, D.C., US","Southampton","Washington, D.C., US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","47"
"and valet, Mr. Charles Henry Harrington",37,"Washington, D.C., US","Southampton","Washington, D.C., US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","37"
"Natsch, Mr. Charles",36,"Brooklyn, New York, US","Cherbourg","Brooklyn, New York, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","36"
"Newell, Mr. Arthur Webster",58,"Lexington, Massachusetts, US","Cherbourg","Lexington, Massachusetts, US",NA,"122","First",NA,"Perished",NA,"Not Crew","Male","58"
"Newell, Miss Madeleine",31,"Lexington, Massachusetts, US","Cherbourg","Lexington, Massachusetts, US","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","31"
"Newell, Miss Marjorie Anne",23,"Lexington, Massachusetts, US","Cherbourg","Lexington, Massachusetts, US","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","23"
"Newsom, Miss Helen Monypeny",19,"New York City","Southampton","New York City","5",NA,"First",NA,"Survived",NA,"Not Crew","Female","19"
"Nicholson, Mr. Arthur Ernest",64,"Shanklin, Isle of Wight, England, UK","Southampton","New York City",NA,"263","First",NA,"Perished",NA,"Not Crew","Male","64"
"Nourney, Mr. Alfred",20,"Cologne, German Empire","Cherbourg","New York City","7",NA,"First",NA,"Survived",NA,"Not Crew","Male","20"
"Omont, Mr. Alfred Fernand",29,"Le Havre, France","Cherbourg","New York City","7",NA,"First",NA,"Survived",NA,"Not Crew","Male","29"
"Ostby, Mr. Engelhart Cornelius",64,"Providence, Rhode Island, US","Southampton","Providence, Rhode Island, US",NA,"234","First",NA,"Perished",NA,"Not Crew","Male","64"
"Ostby, Miss Helene Ragnhild",22,"Providence, Rhode Island, US","Southampton","Providence, Rhode Island, US","5",NA,"First",NA,"Survived",NA,"Not Crew","Female","22"
"Ovies y Rodriguez, Mr. Servando José Florentino",36,"Havana, Cuba","Cherbourg","Havana, Cuba",NA,"189","First",NA,"Perished",NA,"Not Crew","Male","36"
"Parr, Mr. William Henry Marsh",29,"Belfast, Ireland","Belfast","New York City",NA,NA,"First",NA,"Perished","Electrician","Crew","Male","29"
"Partner, Mr. Austin",40,"Tolworth, London, England, UK","Southampton","Toronto, Ontario, Canada",NA,"166","First",NA,"Perished",NA,"Not Crew","Male","40"
"Pears, Mr. Thomas Clinton",29,"Isleworth, London, England, UK","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","29"
"Pears, Mrs. Edith (née Wearne)",22,"Isleworth, London, England, UK","Southampton","New York City","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","22"
"Peñasco y Castellana, Mr. Victor",24,"Madrid, Spain","Cherbourg","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","24"
"Peñasco y Castellana, Mrs. Maria Josefa (née Perez de Soto y Vallejo)",22,"Madrid, Spain","Cherbourg","New York City","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","22"
"and maid, Doña Fermina Oliva y Ocana",39,"Madrid, Spain","Cherbourg","New York City","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","39"
"Peuchen, Major Arthur Godfrey",52,"Toronto, Ontario, Canada","Southampton","Toronto, Ontario, Canada","6",NA,"First",NA,"Survived",NA,"Not Crew","Male","52"
"Porter, Mr. Walter Chamberlain",46,"Worcester, Massachusetts, US","Southampton","Worcester, Massachusetts, US",NA,"207","First",NA,"Perished",NA,"Not Crew","Male","46"
"Potter, Mrs. Lily Alexenia (née Wilson)",56,"Philadelphia, Pennsylvania, US","Cherbourg","Philadelphia, Pennsylvania, US","7",NA,"First",NA,"Survived",NA,"Not Crew","Female","56"
"Reuchlin, The Honourable Mr. Johan George",38,"Rotterdam, The Netherlands","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","38"
"Rheims, Mr. George Alexander Lucien",36,"Paris, France","Southampton","New York City","A",NA,"First",NA,"Survived",NA,"Not Crew","Male","36"
"Robert, Mrs. Elisabeth Walton (née McMillan)",43,"St. Louis, Missouri, US","Southampton","St. Louis, Missouri, US","2",NA,"First",NA,"Survived",NA,"Not Crew","Female","43"
"and maid, Miss Emilie Kreuchen",29,"St. Louis, Missouri, US","Southampton","St. Louis, Missouri, US","2",NA,"First",NA,"Survived",NA,"Not Crew","Female","29"
"Roebling, Mr. Washington Augustus II",31,"Trenton, New Jersey, US","Southampton","Trenton, New Jersey, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","31"
"Romaine, Mr. Charles Hallance (alias C. Rolmane)",45,"New York City","Southampton","New York City","9",NA,"First",NA,"Survived",NA,"Not Crew","Male","45"
"Rood, Mr. Hugh Roscoe",38,"Seattle, Washington, US","Southampton","Seattle, Washington, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","38"
"Rosenbaum, Miss Edith Louise",34,"Paris, France","Cherbourg","Cincinnati, Ohio, US","11",NA,"First",NA,"Survived",NA,"Not Crew","Female","34"
"Rosenshine, Mr. George (alias George Thorne)",46,"New York City","Cherbourg","New York City",NA,"16","First",NA,"Perished",NA,"Not Crew","Male","46"
"Ross, Mr. John Hugo",36,"Winnipeg, Manitoba, Canada","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","36"
"Rothschild, Mr. Martin",46,"New York City","Cherbourg","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","46"
"Rothschild, Mrs. Elizabeth Jane Anne (née Barrett)",54,"New York City","Cherbourg","New York City","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","54"
"Rowe, Mr. Alfred G.",59,"Liverpool, Merseyside, England, UK","Southampton","New York City",NA,"109","First",NA,"Perished",NA,"Not Crew","Male","59"
"Ryerson, Mr. Arthur Larned",61,"Cooperstown, New York, US","Cherbourg","Cooperstown, New York, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","61"
"Ryerson, Mrs. Emily Maria (née Borie)",48,"Cooperstown, New York, US","Cherbourg","Cooperstown, New York, US","4",NA,"First",NA,"Survived",NA,"Not Crew","Female","48"
"and maid, Miss Victorine Chaudanson",36,"Cooperstown, New York, US","Cherbourg","Cooperstown, New York, US","4",NA,"First",NA,"Survived",NA,"Not Crew","Female","36"
"Ryerson, Miss Susan Parker ""Suzette""",21,"Cooperstown, New York, US","Cherbourg","Cooperstown, New York, US","4",NA,"First",NA,"Survived",NA,"Not Crew","Female","21"
"Ryerson, Miss Emily Borie",18,"Cooperstown, New York, US","Cherbourg","Cooperstown, New York, US","4",NA,"First",NA,"Survived",NA,"Not Crew","Female","18"
"Ryerson, Master John Borie ""Jack""",13,"Cooperstown, New York, US","Cherbourg","Cooperstown, New York, US","4",NA,"First",NA,"Survived",NA,"Not Crew","Male","13"
"and governess, Miss Grace Scott Bowen",45,"Cooperstown, New York, US","Cherbourg","Cooperstown, New York, US","4",NA,"First",NA,"Survived",NA,"Not Crew","Female","45"
"Saalfeld, Mr. Adolphe",47,"Manchester, England, UK","Southampton","New York City","3",NA,"First",NA,"Survived",NA,"Not Crew","Male","47"
"Salomon, Mr. Abraham Lincoln",43,"New York City","Cherbourg","New York City","1",NA,"First",NA,"Survived",NA,"Not Crew","Male","43"
"Schabert, Mrs. Emma (née Mock)",35,"Hamburg, German Empire","Southampton","New York City","11",NA,"First",NA,"Survived",NA,"Not Crew","Female","35"
"Seward, Mr. Frederic Kimber",34,"New York City","Southampton","New York City","7",NA,"First",NA,"Survived",NA,"Not Crew","Male","34"
"Silverthorne, Mr. Spencer Victor",35,"St. Louis, Missouri, US","Southampton","St. Louis, Missouri, US","5",NA,"First",NA,"Survived",NA,"Not Crew","Male","35"
"Silvey, Mr. William Baird",50,"Duluth, Minnesota, US","Cherbourg","Duluth, Minnesota, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","50"
"Silvey, Mrs. Alice (née Munger)",39,"Duluth, Minnesota, US","Cherbourg","Duluth, Minnesota, US","11",NA,"First",NA,"Survived",NA,"Not Crew","Female","39"
"Simonius-Blumer, Colonel Alfons",56,"Basel, Switzerland","Southampton","New York City","3",NA,"First",NA,"Survived",NA,"Not Crew","Male","56"
"Sloper, Mr. William Thompson",28,"New Britain, Connecticut, US","Southampton","New Britain, Connecticut, US","7",NA,"First",NA,"Survived",NA,"Not Crew","Male","28"
"Smart, Mr. John Montgomery",56,"Kildale, North Yorkshire, England, UK","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","56"
"Smith, Mr. James Clinch",56,"Paris, France","Cherbourg","Long Island, New York, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","56"
"Smith, Mr. Lucien Philip",24,"Huntington, West Virginia, US","Cherbourg","Huntington, West Virginia, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","24"
"Smith, Mrs. Mary Eloise (née Hughes)",18,"Huntington, West Virginia, US","Cherbourg","Huntington, West Virginia, US","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","18"
"Smith, Mr. Richard William",57,"Streatham, London, England, UK","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","57"
"Snyder, Mr. John Pillsbury",24,"Minneapolis, Minnesota, US","Southampton","Minneapolis, Minnesota, US","7",NA,"First",NA,"Survived",NA,"Not Crew","Male","24"
"Snyder, Mrs. Nellie (née Stevenson)",23,"Minneapolis, Minnesota, US","Southampton","Minneapolis, Minnesota, US","7",NA,"First",NA,"Survived",NA,"Not Crew","Female","23"
"Spedden, Mr. Frederic Oakley",45,"Tuxedo Park, New York, US","Cherbourg","Tuxedo Park, New York, US","3",NA,"First",NA,"Survived",NA,"Not Crew","Male","45"
"Spedden, Mrs. Margaretta Corning (née Stone)",39,"Tuxedo Park, New York, US","Cherbourg","Tuxedo Park, New York, US","3",NA,"First",NA,"Survived",NA,"Not Crew","Female","39"
"and maid, Miss Helen Alice Wilson",31,"Tuxedo Park, New York, US","Cherbourg","Tuxedo Park, New York, US","3",NA,"First",NA,"Survived",NA,"Not Crew","Female","31"
"Spedden, Master Robert Douglas",6,"Tuxedo Park, New York, US","Cherbourg","Tuxedo Park, New York, US","3",NA,"First",NA,"Survived",NA,"Not Crew","Male","6"
"and nurse, Miss Elizabeth Margaret Burns",41,"Tuxedo Park, New York, US","Cherbourg","Tuxedo Park, New York, US","3",NA,"First",NA,"Survived",NA,"Not Crew","Female","41"
"Spencer, Mr. William Augustus",57,"New York City","Cherbourg","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","57"
"Spencer, Mrs. Marie Eugénie (née Demougeot)",45,"New York City","Cherbourg","New York City","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","45"
"and maid, Miss Eugenie Elise Lurette",59,"New York City","Cherbourg","New York City","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","59"
"Stähelin-Maeglin, Dr. Max",32,"Basel, Switzerland","Southampton","New York City","3",NA,"First",NA,"Survived",NA,"Not Crew","Male","32"
"Stead, Mr. William Thomas",62,"London, England, UK","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","62"
"Stengel, Mr. Charles Emil Henry",54,"Newark, New Jersey, US","Cherbourg","Newark, New Jersey, US","1",NA,"First",NA,"Survived",NA,"Not Crew","Male","54"
"Stengel, Mrs. Annie May (née Morris)",44,"Newark, New Jersey, US","Cherbourg","Newark, New Jersey, US","5",NA,"First",NA,"Survived",NA,"Not Crew","Female","44"
"Stephenson, Mrs. Martha (née Eustis)",52,"Paris, France","Cherbourg","Haverford, Pennsylvania, US","4",NA,"First",NA,"Survived",NA,"Not Crew","Female","52"
"Stewart, Mr. Albert A.",54,"Cincinnati, Ohio, US","Cherbourg","Gallipolis, Ohio, US",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","54"
"Stone, Mrs. Martha Evelyn (née Stevens)",62,"New York City","Southampton","New York City","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","62"
"and maid, Miss Amelie ""Amelia"" Icard",38,"New York City","Southampton","New York City","6",NA,"First",NA,"Survived",NA,"Not Crew","Female","38"
"Straus, Mr. Isidor",67,"New York City","Southampton","New York City",NA,"96","First",NA,"Perished",NA,"Not Crew","Male","67"
"and valet, Mr. John Farthing",57,"New York City","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Male","57"
"Straus, Mrs. Rosalie Ida (née Blun)",63,"New York City","Southampton","New York City",NA,NA,"First",NA,"Perished",NA,"Not Crew","Female","63"
"and maid, Miss Ellen Bird",31,"New York City","Southampton","New York City","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","31"
"Sutton, Mr. Frederick",61,"Haddonfield, New Jersey, US","Southampton","Haddonfield, New Jersey, US",NA,"46","First",NA,"Perished",NA,"Not Crew","Male","61"
"Swift, Mrs. Margaret Welles (née Barron)",46,"New York City","Southampton","New York City","8",NA,"First",NA,"Survived",NA,"Not Crew","Female","46"
